winery,wine,year,rating,rating_norm,price,price_group,region,body,acidity,quality_price_percent
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2008,4.4,0.2857142857142859,52.5,mid,Cava,2.0,3.0,68.67588932806325
Hacienda Monasterio,Cosecha,2017,4.4,0.2857142857142859,33.31,low,Ribera del Duero,5.0,3.0,60.50761421319797
Remirez de Ganuza,Rioja Reserva,2010,4.4,0.2857142857142859,73.65,mid,Rioja,4.0,3.0,55.08893280632411
Alto Moncayo,Garnacha,2016,4.4,0.2857142857142859,33.95,low,Campo de Borja,5.0,3.0,59.035532994923855
Remirez de Ganuza,Rioja Reserva,2009,4.4,0.2857142857142859,74.0,mid,Rioja,4.0,3.0,54.81719367588933
Alion,Ribera del Duero,2005,4.4,0.2857142857142859,169.0,mid,Ribera del Duero,5.0,3.0,34.18972332015811
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2018,4.4,0.2857142857142859,24.8,low,Almansa,5.0,3.0,73.1218274111675
Alion,Ribera del Duero,2004,4.4,0.2857142857142859,140.840866321332,mid,Ribera del Duero,5.0,3.0,37.35177865612648
Clos Mogador,Priorat,2014,4.4,0.2857142857142859,175.5,mid,Priorato,4.0,3.0,33.57213438735178
Vinicola Real,200 Monges Rioja Reserva,2011,4.4,0.2857142857142859,37.57,low,Rioja,4.0,3.0,52.690355329949234
Arzuaga,Reserva Ribera del Duero,2016,4.4,0.2857142857142859,26.24,low,Ribera del Duero,5.0,3.0,70.86294416243655
Emilio Moro,Malleolus,2019,4.4,0.2857142857142859,28.5,low,Ribera del Duero,5.0,3.0,67.43654822335026
Bodegas Mauro,VS,2014,4.4,0.2857142857142859,178.0,mid,Castilla y Leon,4.0,2.0,33.201581027667984
Hacienda Monasterio,Reserva,2011,4.4,0.2857142857142859,78.65,mid,Ribera del Duero,5.0,3.0,51.902173913043484
Dominio de Pingus,Flor de Pingus,2008,4.4,0.2857142857142859,125.0,mid,Ribera del Duero,5.0,3.0,39.649209486166
Bodegas Roda,Roda I Reserva Rioja,2016,4.4,0.2857142857142859,35.9,low,Rioja,4.0,3.0,55.05076142131979
Pago de Los Capellanes,Reserva Tinto,2017,4.4,0.2857142857142859,35.7,low,Ribera del Duero,5.0,3.0,55.32994923857868
Aalto,Tinto,2019,4.4,0.2857142857142859,33.0,low,Ribera del Duero,5.0,3.0,60.96446700507614
Bodegas Mauro,VS,2015,4.4,0.2857142857142859,60.95,mid,Castilla y Leon,4.0,2.0,61.684782608695656
Juan Gil,Jumilla Blue Label,2019,4.4,0.2857142857142859,21.95,low,Jumilla,4.0,3.0,76.751269035533
Bodegas Tradicion,Palo Cortado Tradicion Vors 30 Years Sherry,,4.4,0.2857142857142859,82.5,mid,Jerez Palo Cortado,4.0,3.0,50.02470355731226
Hacienda Monasterio,Reserva,2014,4.4,0.2857142857142859,109.9,mid,Ribera del Duero,5.0,3.0,42.78656126482213
Senorio de San Vicente,San Vicente Rioja,2011,4.4,0.2857142857142859,33.5,low,Rioja,4.0,3.0,60.25380710659898
Alto Moncayo,Garnacha,2018,4.4,0.2857142857142859,38.95,low,Campo de Borja,5.0,3.0,50.355329949238566
Volver,Triga,2016,4.4,0.2857142857142859,34.9,low,Alicante,4.0,3.0,57.43654822335025
Marques de Caceres,Gaudium,2014,4.4,0.2857142857142859,37.8,low,Rioja,4.0,3.0,52.36040609137056
Bodegas Tradicion,Amontillado Tradicion Vors 30 Years,,4.4,0.2857142857142859,59.9,mid,Jerez Amontillado,4.0,3.0,62.672924901185766
Teso La Monja,Victorino,2016,4.4,0.2857142857142859,38.7,low,Toro,5.0,3.0,50.609137055837564
Clos Mogador,Priorat,2011,4.4,0.2857142857142859,90.0,mid,Priorato,4.0,3.0,47.183794466403164
Clos Mogador,Priorat,2010,4.4,0.2857142857142859,69.79,mid,Priorato,4.0,3.0,56.62055335968379
Lan,Culmen Reserva Rioja,2011,4.4,0.2857142857142859,59.9,mid,Rioja,4.0,3.0,62.672924901185766
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019,4.4,0.2857142857142859,27.39,low,Almansa,5.0,3.0,69.18781725888324
Bodegas Roda,Roda I Reserva Rioja,2005,4.4,0.2857142857142859,93.0,mid,Rioja,4.0,3.0,46.19565217391305
Dominio del Aguila,Reserva,2016,4.4,0.2857142857142859,73.57,mid,Ribera del Duero,5.0,3.0,55.33596837944664
Marques de Vargas,Reserva Privada Rioja,2015,4.4,0.2857142857142859,49.67,low,Rioja,4.0,3.0,40.304568527918775
Abadia Retuerta,Pago Negralada,2014,4.4,0.2857142857142859,91.57,mid,Sardon de Duero,4.0,2.0,46.59090909090909
Clos Mogador,Priorat,2012,4.4,0.2857142857142859,90.0,mid,Priorato,4.0,3.0,47.183794466403164
Marques de Riscal,Baron de Chirel Rioja Reserva,2015,4.4,0.2857142857142859,69.95,mid,Rioja,4.0,3.0,56.200592885375485
Alion,Ribera del Duero,2001,4.4,0.2857142857142859,190.0,mid,Ribera del Duero,5.0,3.0,32.21343873517787
Marques de Riscal,Baron de Chirel Rioja Reserva,2005,4.4,0.2857142857142859,140.0,mid,Rioja,4.0,3.0,37.52470355731226
Tridente,Rejon Tempranillo,2015,4.4,0.2857142857142859,35.75,low,Castilla y Leon,4.0,2.0,55.27918781725888
Alvaro Palacios,Finca Dofi,2016,4.4,0.2857142857142859,52.5,mid,Priorato,4.0,3.0,68.67588932806325
Clos Mogador,Priorat,2007,4.4,0.2857142857142859,95.0,mid,Priorato,4.0,3.0,45.4792490118577
Ausas,Interpretacion,2016,4.4,0.2857142857142859,45.15,low,Ribera del Duero,5.0,3.0,43.60406091370558
Muga,Torre Muga,2015,4.4,0.2857142857142859,58.2142247461506,mid,Rioja,4.0,3.0,64.08102766798419
Senorio de San Vicente,San Vicente Rioja,2016,4.4,0.2857142857142859,42.7,low,Rioja,4.0,3.0,46.09137055837563
Tresmano - Tr3smano,Vendimia,2017,4.4,0.2857142857142859,28.7315367295517,low,Ribera del Duero,5.0,3.0,67.10659898477157
Ferrer Bobet,Priorat Vinyes Velles,2017,4.4,0.2857142857142859,32.65,low,Priorato,4.0,3.0,61.6751269035533
Marques de Caceres,Gaudium,2015,4.4,0.2857142857142859,43.86,low,Rioja,4.0,3.0,45.025380710659896
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,4.4,0.2857142857142859,36.9,low,Rioja,4.0,3.0,53.93401015228426
Remirez de Ganuza,Rioja Reserva,2013,4.4,0.2857142857142859,54.83,mid,Rioja,4.0,3.0,66.94664031620553
Marques de Murrieta,Dalmau Rioja,2016,4.4,0.2857142857142859,55.33,mid,Rioja,4.0,3.0,66.05731225296442
Bodegas Amaren,Tempranillo Reserva,2010,4.4,0.2857142857142859,26.9,low,Rioja,4.0,3.0,70.0
Bodegas Tradicion,Cream Tradicion Vos 20 Years,,4.4,0.2857142857142859,57.9,mid,Jerez Cream,4.0,3.0,64.45158102766798
Tinto Pesquera,Millenium Reserva,2008,4.4,0.2857142857142859,74.0,mid,Ribera del Duero,5.0,3.0,54.81719367588933
Hacienda Monasterio,Cosecha,2019,4.4,0.2857142857142859,34.35,low,Ribera del Duero,5.0,3.0,58.52791878172589
Arzuaga,Gran Reserva Ribera del Duero,2009,4.4,0.2857142857142859,76.3,mid,Ribera del Duero,5.0,3.0,52.86561264822135
Ausas,Interpretacion,2017,4.4,0.2857142857142859,45.3,low,Ribera del Duero,5.0,3.0,43.55329949238578
Vega Sicilia,Valbuena 5o,1995,4.4,0.2857142857142859,299.0,mid,Ribera del Duero,5.0,3.0,26.23517786561265
Bodegas Mauro,VS,2016,4.4,0.2857142857142859,56.5,mid,Castilla y Leon,4.0,2.0,65.36561264822134
Vina Sastre,Pago de Santa Cruz,2014,4.4,0.2857142857142859,54.9,mid,Ribera del Duero,5.0,3.0,66.77371541501977
Ordonez,Vatan Tinta de Toro,2017,4.4,0.2857142857142859,55.31,mid,Toro,5.0,3.0,66.10671936758892
Cillar de Silos,Dominio del Pidio,2016,4.4,0.2857142857142859,53.91,mid,Ribera del Duero,5.0,3.0,67.68774703557312
Marques de Riscal,Rioja Gran Reserva,2015,4.4,0.2857142857142859,35.1,low,Rioja,4.0,3.0,56.29441624365482
Teso La Monja,Victorino,2017,4.4,0.2857142857142859,38.5,low,Toro,5.0,3.0,50.86294416243655
Imperial,Rioja Gran Reserva,2015,4.4,0.2857142857142859,49.97,low,Rioja,4.0,3.0,39.54314720812182
Carmelo Rodero,Reserva,2016,4.4,0.2857142857142859,32.9,low,Ribera del Duero,5.0,3.0,61.345177664974614
Ramos-Paul,Tinto,2006,4.4,0.2857142857142859,34.0,low,Malaga,4.0,3.0,58.85786802030457
Artadi,Pagos Viejos,2006,4.4,0.2857142857142859,90.5,mid,Vino de Espana,4.0,2.0,46.887351778656125
Anima Negra,An,2018,4.4,0.2857142857142859,38.3,low,Mallorca,4.0,3.0,51.14213197969543
Matarromera,Ribera del Duero Prestigio,2014,4.4,0.2857142857142859,41.32,low,Ribera del Duero,5.0,3.0,46.95431472081218
Bodega Numanthia,Numanthia,2004,4.4,0.2857142857142859,98.0,mid,Toro,5.0,3.0,44.66403162055336
Rafael Palacios,As Sortes Val do Bibei Godello,2018,4.4,0.2857142857142859,55.71,mid,Valdeorras,,,65.81027667984189
Bodega de Bardos,Suprema 30 Meses,2016,4.4,0.2857142857142859,35.2,low,Ribera del Duero,5.0,3.0,56.116751269035525
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015,4.4,0.2857142857142859,73.6,mid,Rioja,4.0,3.0,55.23715415019763
Ausas,Interpretacion,2018,4.4,0.2857142857142859,41.0,low,Ribera del Duero,5.0,3.0,47.08121827411168
Morca,Garnacha,2016,4.4,0.2857142857142859,31.5,low,Campo de Borja,5.0,3.0,63.756345177664976
Carmelo Rodero,Ribera del Duero TSM,2015,4.4,0.2857142857142859,56.75,mid,Ribera del Duero,5.0,3.0,65.24209486166008
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,4.4,0.2857142857142859,20.9,low,Toro,5.0,3.0,78.88324873096447
Lan,A Mano Rioja,2017,4.4,0.2857142857142859,30.73,low,Rioja,4.0,3.0,64.31472081218274
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,4.4,0.2857142857142859,49.9,low,Ribera del Duero,5.0,3.0,40.025380710659896
Vinicola Real,200 Monges Rioja Gran Reserva,2001,4.4,0.2857142857142859,52.0,mid,Rioja,4.0,3.0,68.89822134387352
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,4.4,0.2857142857142859,90.0,mid,Rioja,4.0,3.0,47.183794466403164
Antidoto,La Hormiga de Antidoto,2019,4.4,0.2857142857142859,26.63,low,Ribera del Duero,5.0,3.0,70.50761421319797
Abadia Retuerta,Le Domaine Blanco de Guarda,2019,4.4,0.2857142857142859,32.58,low,Sardon de Duero,4.0,2.736842105263158,61.77664974619289
Rafael Palacios,As Sortes Val do Bibei Godello,2019,4.4,0.2857142857142859,46.5,low,Valdeorras,,,42.817258883248726
Bosque de Matasnos,Edicion Limitada,2015,4.4,0.2857142857142859,32.5811870756681,low,Ribera del Duero,5.0,3.0,61.72588832487309
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,4.4,0.2857142857142859,29.95,low,Valencia,4.0,3.0,65.0761421319797
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,4.4,0.2857142857142859,34.9,low,Rioja,4.0,3.0,57.43654822335025
Remelluri,Granja Gran Reserva Rioja,2011,4.4,0.2857142857142859,43.9,low,Rioja,4.0,3.0,44.9492385786802
Perinet,Priorat,2016,4.4,0.2857142857142859,65.0,mid,Priorato,4.0,3.0,59.140316205533594
Toro Albala,Don PX Pedro Ximenez,1994,4.4,0.2857142857142859,35.9,low,Montilla-Moriles,5.0,1.0,55.05076142131979
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,4.4,0.2857142857142859,210.5,mid,Ribera del Duero,5.0,3.0,30.311264822134387
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011,4.4,0.2857142857142859,55.95,mid,Cava,2.0,3.0,65.68675889328063
Costers del Siurana,Miserere,2005,4.4,0.2857142857142859,92.8716274104906,mid,Priorato,4.0,3.0,46.269762845849804
Martinet,Clos Martinet,2015,4.4,0.2857142857142859,65.4,mid,Priorato,4.0,3.0,58.69565217391304
Valquejigoso,V2 Tinto,2008,4.4,0.2857142857142859,45.890156,low,Madrid,4.0,3.0,43.401015228426395
Familia Torres,Grans Muralles,2014,4.4,0.2857142857142859,304.0,mid,Conca de Barbera,4.0,3.0,25.988142292490114
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,4.4,0.2857142857142859,47.5,low,Rioja,4.0,3.0,42.18274111675127
Lan,A Mano Rioja,2018,4.4,0.2857142857142859,29.9,low,Rioja,4.0,3.0,65.55837563451776
Contino,Rioja Gran Reserva,2016,4.4,0.2857142857142859,40.45,low,Rioja,4.0,3.0,47.81725888324873
Vinedos de Paganos,El Puntido Gran Reserva,2007,4.4,0.2857142857142859,49.65,low,Rioja,4.0,3.0,40.35532994923858
Artadi,Pagos Viejos,2004,4.4,0.2857142857142859,57.11,mid,Vino de Espana,4.0,2.0,64.72332015810277
Alion,Ribera del Duero,1996,4.4,0.2857142857142859,141.0,mid,Ribera del Duero,5.0,3.0,37.30237154150198
Remirez de Ganuza,Trasnocho,2010,4.4,0.2857142857142859,133.75,mid,Rioja,4.0,3.0,38.3893280632411
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,4.4,0.2857142857142859,67.9,mid,Rioja,4.0,3.0,57.855731225296445
Martinet,Clos Martinet,2011,4.4,0.2857142857142859,75.92,mid,Priorato,4.0,3.0,53.112648221343875
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010,4.4,0.2857142857142859,47.52,low,Cava,2.0,3.0,42.08121827411167
Volver,Triga,2017,4.4,0.2857142857142859,29.9,low,Alicante,4.0,3.0,65.55837563451776
Volver,Cuvee Old Vines Unfiltered,2017,4.4,0.2857142857142859,19.99,low,Jumilla,4.0,3.0,79.61928934010152
La Vicalanda,Gran Reserva,2010,4.4,0.2857142857142859,59.25,mid,Rioja,4.0,3.0,63.315217391304344
Monovar,Fondillon,1996,4.4,0.2857142857142859,73.9,mid,Alicante,4.0,3.0,55.01482213438735
Alvaro Domecq,1730 Pedro Ximenez,,4.4,0.2857142857142859,39.35,low,Jerez Pedro Ximenes (PX),4.0,3.0,49.9492385786802
Bodegas Mas Alta,Cirerets,2018,4.4,0.2857142857142859,40.3,low,Priorato,4.0,3.0,48.07106598984771
Cillar de Silos,Dominio del Pidio,2018,4.4,0.2857142857142859,42.75,low,Ribera del Duero,5.0,3.0,46.015228426395936
Contino,Vina del Olivo,2016,4.4,0.2857142857142859,149.5,mid,Rioja,4.0,3.0,36.240118577075094
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,4.4,0.2857142857142859,76.5,mid,Rioja,4.0,3.0,52.816205533596836
Martinet,Clos Martinet,2008,4.4,0.2857142857142859,113.2,mid,Priorato,4.0,3.0,42.02075098814228
Ossian,Vinas Viejas Verdejo,2019,4.4,0.2857142857142859,26.9,low,Castilla y Leon,3.0,3.0,70.0
Vega Sicilia,Valbuena 5o,1994,4.4,0.2857142857142859,249.8,mid,Ribera del Duero,5.0,3.0,28.11264822134387
Carmelo Rodero,Reserva,2017,4.4,0.2857142857142859,29.95,low,Ribera del Duero,5.0,3.0,65.0761421319797
Los Aguilares,Tadeo Tinto,2014,4.4,0.2857142857142859,33.0,low,Sierras de Malaga,4.0,3.0,60.96446700507614
Dominio de Cair,Tierras de Cair Reserva,2014,4.4,0.2857142857142859,37.0,low,Ribera del Duero,5.0,3.0,53.2741116751269
Bodega Rento,Tinto,2014,4.4,0.2857142857142859,37.13,low,Ribera del Duero,5.0,3.0,53.147208121827404
R. Lopez de Heredia,Gran Reserva Rosado,2011,4.4,0.2857142857142859,49.95,low,Rioja Alta,3.8461538461538463,3.0,39.74619289340101
Chivite,Navarra Coleccion 125 Blanco,2017,4.4,0.2857142857142859,50.9,mid,Navarra,4.0,3.0,69.61462450592886
Gramona,Cava Celler Batlle,2006,4.4,0.2857142857142859,51.95,mid,Cava,2.0,3.0,69.04644268774703
Remelluri,Rioja Blanco,2017,4.4,0.2857142857142859,49.2,low,Rioja,3.0,3.0,40.609137055837564
Castano,Casa Cisca Monastrell,2015,4.4,0.2857142857142859,35.2,low,Yecla,5.0,3.0,56.116751269035525
Dominio do Bibei,Lapola,2019,4.4,0.2857142857142859,20.74,low,Ribeira Sacra,,,78.98477157360406
Allende,Calvario Rioja,2008,4.4,0.2857142857142859,87.3,mid,Rioja,4.0,3.0,48.46837944664032
Remelluri,Granja Gran Reserva Rioja,2012,4.4,0.2857142857142859,45.95,low,Rioja,4.0,3.0,43.223350253807105
Abadia Retuerta,Pago Negralada,2013,4.4,0.2857142857142859,64.99,mid,Sardon de Duero,4.0,2.0,59.387351778656125
Mas Doix,Doix,2007,4.4,0.2857142857142859,350.03,mid,Priorato,4.0,3.0,24.75296442687747
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013,4.4,0.2857142857142859,69.9,mid,Priorato,4.0,3.0,56.422924901185766
Vall Llach,Idus,2017,4.4,0.2857142857142859,36.95,low,Priorato,4.0,3.0,53.47715736040609
Martinet,Clos Martinet,2007,4.4,0.2857142857142859,154.37,mid,Priorato,4.0,3.0,35.77075098814228
Marco Abella,Clos Abella Seleccion Especial,2014,4.4,0.2857142857142859,43.85,low,Priorato,4.0,3.0,45.076142131979694
Casa Castillo,Pie Franco,2017,4.4,0.2857142857142859,77.98,mid,Jumilla,5.0,3.0,52.17391304347826
Sierra Cantabria,Amancio,2013,4.4,0.2857142857142859,91.43,mid,Rioja,4.0,3.0,46.68972332015811
Emilio Moro,Malleolus de Sanchomartin,2007,4.4,0.2857142857142859,195.0,mid,Ribera del Duero,5.0,3.0,31.6699604743083
Espectacle del Montsant,Tinto,2016,4.4,0.2857142857142859,125.84,mid,Montsant,4.0,3.0,39.32806324110671
Lan,Culmen Reserva Rioja,2001,4.4,0.2857142857142859,69.0,mid,Rioja,4.0,3.0,56.89229249011858
Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020,4.4,0.2857142857142859,17.49,low,Rueda,3.0,3.0,83.2994923857868
Recaredo,Serral del Vell Brut Nature,2014,4.4,0.2857142857142859,44.41,low,Cava,2.0,3.0,44.28934010152284
Espectacle del Montsant,Tinto,2014,4.4,0.2857142857142859,149.0,mid,Montsant,4.0,3.0,36.31422924901185
Abadia Retuerta,Pago Negralada,2009,4.4,0.2857142857142859,73.6,mid,Sardon de Duero,4.0,2.0,55.23715415019763
Remirez de Ganuza,Trasnocho,2014,4.4,0.2857142857142859,82.75,mid,Rioja,4.0,3.0,49.80237154150198
Mas Doix,Doix,2013,4.4,0.2857142857142859,78.38,mid,Priorato,4.0,3.0,52.0998023715415
Protos,Seleccion Finca el Grajo Viejo,2016,4.4,0.2857142857142859,59.95,mid,Ribera del Duero,5.0,3.0,62.27766798418972
Sierra Cantabria,Finca el Bosque,2014,4.4,0.2857142857142859,80.95,mid,Rioja,4.0,3.0,50.56818181818182
Artadi,La Poza de Ballesteros,2015,4.4,0.2857142857142859,95.9,mid,Vino de Espana,4.0,2.0,45.0592885375494
Tinto Pesquera,Millenium Reserva,2015,4.4,0.2857142857142859,75.0,mid,Ribera del Duero,5.0,3.0,53.97727272727273
Harveys,30 Years VORS Pedro Ximenez Sherry,,4.4,0.2857142857142859,58.95,mid,Jerez Pedro Ximenes (PX),4.0,3.0,63.63636363636363
Marques de Caceres,Gaudium,1994,4.4,0.2857142857142859,125.0,mid,Rioja,4.0,3.0,39.649209486166
Contino,Vina del Olivo,2015,4.4,0.2857142857142859,64.0,mid,Rioja,4.0,3.0,60.00494071146245
Sierra Cantabria,Finca el Bosque,2012,4.4,0.2857142857142859,78.9,mid,Rioja,4.0,3.0,51.80335968379447
Orben,Malpuesto,2018,4.4,0.2857142857142859,35.5,low,Rioja,4.0,3.0,55.68527918781725
Artadi,Valdegines,2018,4.4,0.2857142857142859,42.35,low,Vino de Espana,4.0,2.0,46.26903553299492
Jaro,Chafandin,2018,4.4,0.2857142857142859,28.95,low,Ribera del Duero,5.0,3.0,66.6243654822335
Artadi,Vina El Pison,2007,4.4,0.2857142857142859,495.0,mid,Vino de Espana,4.0,2.0,22.92490118577075
Abadia Retuerta,Pago Negralada,2016,4.4,0.2857142857142859,63.95,mid,Sardon de Duero,4.0,2.0,60.202569169960476
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012,4.4,0.2857142857142859,99.0,mid,Rioja,4.0,3.0,44.44169960474308
Vina Sastre,Pesus Ribera del Duero,2012,4.4,0.2857142857142859,379.0,mid,Ribera del Duero,5.0,3.0,24.234189723320156
Dominio del Aguila,Reserva,2017,4.4,0.2857142857142859,56.95,mid,Ribera del Duero,5.0,3.0,64.94565217391303
Vina Sastre,Regina Vides Ribera del Duero,2012,4.4,0.2857142857142859,65.34,mid,Ribera del Duero,5.0,3.0,58.74505928853755
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2019,4.4,0.2857142857142859,22.35,low,Jerez Pedro Ximenes (PX),5.0,1.0,76.57360406091371
Bodegas El Paraguas,Atlantico,2019,4.4,0.2857142857142859,18.99,low,Ribeiro,4.0,3.0,81.09137055837563
Mustiguillo,Quincha Corral,2016,4.4,0.2857142857142859,79.95,mid,El Terrerazo,4.0,3.0,51.037549407114625
Martinet,Els Escurcons,2014,4.4,0.2857142857142859,78.49,mid,Priorato,4.0,3.0,52.02569169960475
Remirez de Ganuza,Rioja Reserva,2014,4.4,0.2857142857142859,49.9,low,Rioja,4.0,3.0,40.025380710659896
Vall Llach,Idus,2018,4.4,0.2857142857142859,35.5,low,Priorato,4.0,3.0,55.68527918781725
Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014,4.4,0.2857142857142859,34.9,low,Rioja,3.0,3.0,57.43654822335025
Astrales,Christina Ribera del Duero,2016,4.4,0.2857142857142859,50.76,mid,Ribera del Duero,5.0,3.0,69.66403162055336
Merum Priorati,Desti,2018,4.4,0.2857142857142859,29.95,low,Priorato,4.0,3.0,65.0761421319797
Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001,4.4,0.2857142857142859,36.75,low,Rioja,4.0,3.0,54.28934010152284
Bodegas Mauro,Godello Blanco,2019,4.4,0.2857142857142859,37.6,low,Bierzo,3.15,3.0,52.63959390862944
Alto Moncayo,Aquilon Garnacha,2014,4.4,0.2857142857142859,100.0,mid,Campo de Borja,5.0,3.0,44.02173913043478
Cayetano del Pino,Palo Cortado 1/10,,4.4,0.2857142857142859,25.0,low,Jerez-Xeres-Sherry,4.0,3.0,72.51269035532995
La Unica,Fourth Edition,,4.4,0.2857142857142859,40.0,low,Vino de Espana,4.0,2.0,48.2994923857868
Remelluri,Rioja Blanco,2018,4.4,0.2857142857142859,52.0,mid,Rioja,3.0,3.0,68.89822134387352
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012,4.4,0.2857142857142859,34.25,low,Rias Baixas,3.0,3.0,58.65482233502538
Fefinanes,Albarino de Fefinanes III Ano,2017,4.4,0.2857142857142859,35.4,low,Rias Baixas,3.0,3.0,55.91370558375635
Arzuaga,Reserva Ribera del Duero,2018,4.4,0.2857142857142859,32.15,low,Ribera del Duero,5.0,3.0,62.538071065989854
Familia Torres,Perpetual,2017,4.4,0.2857142857142859,62.75,mid,Priorato,4.0,3.0,60.86956521739131
Gramona,Cava Celler Batlle,2010,4.4,0.2857142857142859,58.3,mid,Cava,2.0,3.0,63.93280632411067
Ferrer Bobet,Seleccio Especial Vinyes Velles,2016,4.4,0.2857142857142859,58.9,mid,Priorato,4.0,3.0,63.8092885375494
Merum Priorati,El Cel,2015,4.4,0.2857142857142859,59.0,mid,Priorato,4.0,3.0,63.46343873517787
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016,4.4,0.2857142857142859,42.95,low,Rioja,3.0,3.0,45.81218274111675
Vall Llach,Porrera Vi de Vila,2017,4.4,0.2857142857142859,43.95,low,Priorato,4.0,3.0,44.77157360406091
Resalte,Gran Ribera del Duero,2010,4.4,0.2857142857142859,41.9188925,low,Ribera del Duero,5.0,3.0,46.700507614213194
Scala Dei,Heretge Priorat,2017,4.4,0.2857142857142859,91.03,mid,Priorato,4.0,3.0,46.7391304347826
Figuero,Vinas Viejas,2018,4.4,0.2857142857142859,25.1,low,Ribera del Duero,5.0,3.0,72.43654822335024
Artadi,La Poza de Ballesteros,2014,4.4,0.2857142857142859,104.0,mid,Vino de Espana,4.0,2.0,43.67588932806324
Artadi,El Carretil,2010,4.4,0.2857142857142859,295.3,mid,Vino de Espana,4.0,2.0,26.383399209486168
Osborne,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,,4.4,0.2857142857142859,79.9,mid,Jerez Oloroso,4.0,3.0,51.259881422924906
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,4.4,0.2857142857142859,71.95,mid,Ribera del Duero,5.0,3.0,55.73122529644269
Pinea,17,2018,4.4,0.2857142857142859,57.9,mid,Ribera del Duero,4.0,2.0,64.45158102766798
Vina Sastre,Pesus Ribera del Duero,2011,4.4,0.2857142857142859,465.0,mid,Ribera del Duero,5.0,3.0,23.171936758893278
Mas Doix,Doix,2014,4.4,0.2857142857142859,116.0,mid,Priorato,4.0,3.0,41.52667984189723
Terroir Al Limit Soc. Lda,Les Tosses,2014,4.4,0.2857142857142859,158.88,mid,Priorato,4.0,3.0,35.27667984189723
Martinet,Cami Pesseroles,2007,4.4,0.2857142857142859,165.85,mid,Priorato,4.0,3.0,34.387351778656125
Artadi,La Poza de Ballesteros,2013,4.4,0.2857142857142859,101.01,mid,Vino de Espana,4.0,2.0,43.89822134387351
Portal del Priorat,Clos del Portal Tros de Clos,2016,4.4,0.2857142857142859,56.95,mid,Priorato,4.0,3.0,64.94565217391303
